KO	base_KO	symbol	name	module	pathways	n_isolates	Pauljensenia__(9)	Actinomyces__(15)	Staphy.+Nialla__(10)	Cupriayidus__(8)	Cutibacterium__(14)	Fusobacterium+Leptotrichia__(13)	Gemella__(5)	Granulicatella__(12)	Haemophilus__(11)	Micrococcus__(7)	Prevotella__(6)	Rothia__(4)	Strep.II__(2)	Strep.I__(1)	Veillonella__(3)
K07694	K02086	vraR	two-component system, NarL family, vancomycin resistance associated response regulator VraR	""	map02020 Two-component system	58	-1.085	-0.643	1.229	-1.154	-0.643	-0.796	-1.271	0.936	-1.006	-1.154	-1.216	-1.271	1.83	2.166	-1.322
K11618	K02086	liaR	two-component system, NarL family, response regulator LiaR	""	map02020 Two-component system	58	-1.085	-0.643	1.229	-1.154	-0.643	-0.796	-1.271	0.936	-1.006	-1.154	-1.216	-1.271	1.83	2.166	-1.322
K11622	K02086	liaF	lia operon protein LiaF	""	map02020 Two-component system	58	-1.085	-0.643	1.229	-1.154	-0.643	-0.796	-1.271	0.936	-1.006	-1.154	-1.216	-1.271	1.83	2.166	-1.322
K16511	K02086	mecA1_2	adapter protein MecA 1/2	""	""	58	-1.085	-0.643	1.229	-1.154	-0.643	-0.796	-1.271	0.936	-1.006	-1.154	-1.216	-1.271	1.83	2.166	-1.322
K21465	K02086	pbpA	penicillin-binding protein A	""	map00550 Peptidoglycan biosynthesis,map01100 Metabolic pathways	58	-1.085	-0.643	1.229	-1.154	-0.643	-0.796	-1.271	0.936	-1.006	-1.154	-1.216	-1.271	1.83	2.166	-1.322
K02096	K02096	apcE	phycobilisome core-membrane linker protein	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	11	-0.135	0.295	-0.135	-0.201	0.295	0.145	-0.312	0.145	-0.059	-0.201	0.606	2.943	-0.667	-0.914	-0.36
K02286	K02096	cpcC	phycocyanin-associated rod linker protein	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	11	-0.135	0.295	-0.135	-0.201	0.295	0.145	-0.312	0.145	-0.059	-0.201	0.606	2.943	-0.667	-0.914	-0.36
K02290	K02096	cpcG	phycobilisome rod-core linker protein	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	11	-0.135	0.295	-0.135	-0.201	0.295	0.145	-0.312	0.145	-0.059	-0.201	0.606	2.943	-0.667	-0.914	-0.36
K02630	K02096	pecC	phycoerythrocyanin-associated rod linker protein	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	11	-0.135	0.295	-0.135	-0.201	0.295	0.145	-0.312	0.145	-0.059	-0.201	0.606	2.943	-0.667	-0.914	-0.36
K05379	K02096	cpeD, mpeD	phycoerythrin-associated linker protein	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	11	-0.135	0.295	-0.135	-0.201	0.295	0.145	-0.312	0.145	-0.059	-0.201	0.606	2.943	-0.667	-0.914	-0.36
K05380	K02096	cpeE	phycoerythrin-associated linker protein	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	11	-0.135	0.295	-0.135	-0.201	0.295	0.145	-0.312	0.145	-0.059	-0.201	0.606	2.943	-0.667	-0.914	-0.36
K02099	K02099	araC	AraC family transcriptional regulator, arabinose operon regulatory protein	""	""	2	0.562	0.991	0.562	1.294	0.991	0.842	0.386	1.785	0.638	0.496	0.438	0.386	0.034	-0.208	0.339
K02106	K02106	atoE	short-chain fatty acids transporter	""	map02020 Two-component system	8	0.008	0.438	0.008	-0.058	0.438	1.591	-0.169	0.288	0.084	2.545	-0.117	-0.169	-0.523	-0.768	-0.216
K02107	K02107	ATPVG, ahaH, atpH	V/A-type H+/Na+-transporting ATPase subunit G/H	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	16	-0.312	0.119	-0.312	-0.379	1.581	1.192	-0.49	-0.031	-0.236	-0.379	-0.437	-0.49	0.132	0.736	-0.538
K02109	K02109	ATPF0B, atpF	F-type H+-transporting ATPase subunit b	F-type ATPase, prokaryotes and chloroplasts	map00190 Oxidative phosphorylation,map00195 Photosynthesis,map01100 Metabolic pathways	125	-0.787	-1.217	-0.787	-0.722	-1.217	-2.171	-0.611	-1.067	-0.864	-0.722	-0.663	-0.611	-0.26	-0.019	-0.564
K02113	K02109	ATPF1D, atpH	F-type H+-transporting ATPase subunit delta	F-type ATPase, prokaryotes and chloroplasts	map00190 Oxidative phosphorylation,map00195 Photosynthesis,map01100 Metabolic pathways	125	-0.787	-1.217	-0.787	-0.722	-1.217	-2.171	-0.611	-1.067	-0.864	-0.722	-0.663	-0.611	-0.26	-0.019	-0.564
K02116	K02116	atpI	ATP synthase protein I	""	""	31	-0.66	-0.226	1.687	0.094	1.209	-0.377	-0.84	-0.377	1.598	1.767	-0.787	1.907	-1.206	-1.467	-0.889
K02117	K02117	ATPVA, ntpA, atpA	V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	29	-0.622	-0.189	-0.622	-0.689	-0.189	1.411	-0.802	1.411	-0.545	-0.689	-0.338	-0.802	-0.233	1.172	-0.85
K02118	K02118	ATPVB, ntpB, atpB	V/A-type H+/Na+-transporting ATPase subunit B	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02119	K02118	ATPVC, ntpC, atpC	V/A-type H+/Na+-transporting ATPase subunit C	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02120	K02118	ATPVD, ntpD, atpD	V/A-type H+/Na+-transporting ATPase subunit D	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02121	K02118	ATPVE, ntpE, atpE	V/A-type H+/Na+-transporting ATPase subunit E	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02122	K02118	ATPVF, ntpF, atpF	V/A-type H+/Na+-transporting ATPase subunit F	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02123	K02118	ATPVI, ntpI, atpI	V/A-type H+/Na+-transporting ATPase subunit I	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02124	K02118	ATPVK, ntpK, atpK	V/A-type H+/Na+-transporting ATPase subunit K	V/A-type ATPase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	28	-0.603	-0.169	-0.603	-0.67	-0.169	1.432	-0.782	1.432	-0.525	-0.67	-0.729	-0.782	-0.211	1.223	-0.83
K02160	K02160	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	Fatty acid biosynthesis, initiation	map00061 Fatty acid biosynthesis,map00620 Pyruvate metabolism,map00640 Propanoate metabolism,map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism,map01212 Fatty acid metabolism	83	-1.462	-1.003	0.863	0.931	0.426	-0.602	-1.663	0.578	0.785	-1.535	-1.602	-1.663	1.42	1.695	1.094
K02167	K02167	betI	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	""	""	5	0.208	0.638	0.208	0.142	0.638	0.488	0.032	0.488	0.285	0.142	0.084	0.032	1.911	-0.564	-0.015
K02168	K02168	betT, betS	choline/glycine/proline betaine transport protein	""	""	20	-0.424	1.459	-0.424	2.073	0.008	-0.142	-0.602	-0.142	1.878	1.653	-0.549	-0.602	-0.961	-1.213	-0.649
K02169	K02169	bioC	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00780 Biotin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	32	-0.679	-0.245	0.497	1.745	-0.245	0.792	-0.859	-0.396	0.677	1.332	-0.805	-0.859	-1.225	-1.141	1.945
K02170	K02170	bioH	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00780 Biotin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	22	1.916	0.691	-0.473	2.005	-0.04	-0.191	-0.651	-0.191	-0.396	2.005	-0.598	-0.651	-1.011	-0.91	-0.699
K02171	K02171	blaI	BlaI family transcriptional regulator, penicillinase repressor	beta-Lactam resistance, Bla system	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K02547	K02171	mecR1	methicillin resistance protein	Methicillin resistance	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K19209	K02171	blaOXA-42	beta-lactamase class D OXA-42 [EC:3.5.2.6]	""	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K19213	K02171	blaOXA-12	beta-lactamase class D OXA-12 [EC:3.5.2.6]	""	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K21276	K02171	blaOXA-22	beta-lactamase class D OXA-22 [EC:3.5.2.6]	""	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K22335	K02171	blaOXA-114	beta-lactamase class D OXA-114 [EC:3.5.2.6]	""	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K22352	K02171	blaOXA-29	beta-lactamase class D OXA-29 [EC:3.5.2.6]	""	map01501 beta-Lactam resistance	4	0.299	0.729	2.637	0.233	0.729	0.579	0.123	0.579	0.375	0.233	0.175	0.123	-0.229	-0.472	0.076
K02172	K02172	blaR1	bla regulator protein blaR1	beta-Lactam resistance, Bla system	map01501 beta-Lactam resistance	43	-0.863	-0.426	0.618	0.171	-0.426	-0.578	-1.045	0.602	-0.785	-0.931	-0.991	-1.045	0.624	0.145	1.719
K02173	K02173	yggC	putative kinase	""	""	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K08256	K02173	pimA	phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]	""	map00571 Lipoarabinomannan (LAM) biosynthesis,map01100 Metabolic pathways	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K09138	K02173	K09138	uncharacterized protein	""	""	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K11533	K02173	fas	fatty acid synthase, bacteria type [EC:2.3.1.-]	Fatty acid biosynthesis, initiation	map00061 Fatty acid biosynthesis,map01100 Metabolic pathways,map01212 Fatty acid metabolism,map04931 Insulin resistance	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K12994	K02173	wbdB, mtfB	O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.349 2.4.1.-]	""	""	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K15760	K02173	tmoA, tbuA1, touA	toluene monooxygenase system protein A [EC:1.14.13.236 1.14.13.-]	Toluene degradation, toluene => benzoate	map00623 Toluene degradation,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01220 Degradation of aromatic compounds	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K17810	K02173	asl	D-aspartate ligase [EC:6.3.1.12]	""	""	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K18223	K02173	prmA	propane 2-monooxygenase large subunit [EC:1.14.13.227]	""	map00650 Butanoate metabolism,map01100 Metabolic pathways	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K18479	K02173	yihS	sulfoquinovose isomerase [EC:5.3.1.31]	""	""	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K18566	K02173	thnF, cmmF	N-acetyltransferase [EC:2.3.1.-]	""	map00332 Carbapenem biosynthesis,map01110 Biosynthesis of secondary metabolites	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K22311	K02173	ptfP1	phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]	""	map00571 Lipoarabinomannan (LAM) biosynthesis,map01100 Metabolic pathways	8	2.79	1.96	0.008	-0.058	0.438	0.288	-0.169	0.288	0.084	-0.058	-0.117	-0.169	-0.523	-0.768	-0.216
K02190	K02190	cbiK	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	17	-0.342	0.089	-0.342	-0.408	0.089	1.723	-0.52	-0.061	-0.265	-0.408	-0.467	-0.52	-0.877	-0.008	2.487
K02191	K02190	cbiT	cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	17	-0.342	0.089	-0.342	-0.408	0.089	1.723	-0.52	-0.061	-0.265	-0.408	-0.467	-0.52	-0.877	-0.008	2.487
K03399	K02190	cbiE	cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	17	-0.342	0.089	-0.342	-0.408	0.089	1.723	-0.52	-0.061	-0.265	-0.408	-0.467	-0.52	-0.877	-0.008	2.487
K02199	K02199	ccmG, dsbE	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	""	""	23	-0.496	-0.064	-0.496	-0.563	1.381	0.361	-0.674	-0.214	1.789	1.974	-0.205	0.116	-0.089	-0.593	-0.722
K02204	K02204	thrB2	homoserine kinase type II [EC:2.7.1.39]	Threonine biosynthesis, aspartate => homoserine => threonine	map00260 Glycine, serine and threonine metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01120 Microbial metabolism in diverse environments,map01230 Biosynthesis of amino acids	18	-0.37	0.061	-0.37	2.151	0.061	1.126	-0.548	1.69	-0.294	-0.437	1.423	-0.548	-0.906	-1.158	-0.596
K02205	K02205	rocE, rocC	arginine/ornithine permease	""	""	12	-0.175	1.737	-0.175	-0.242	0.255	0.105	0.081	0.105	-0.099	-0.242	-0.3	-0.352	-0.708	1.123	-0.4
K16236	K02205	hutM	histidine permease	""	""	12	-0.175	1.737	-0.175	-0.242	0.255	0.105	0.081	0.105	-0.099	-0.242	-0.3	-0.352	-0.708	1.123	-0.4
K02217	K02217	ftnA, ftn	ferritin [EC:1.16.3.2]	""	""	39	-0.799	-0.364	1.102	0.505	1.067	0.049	-0.98	-0.515	1.446	1.194	1.274	1.736	-1.352	-1.622	-1.03
K02221	K02221	yggT	YggT family protein	""	""	104	0.473	0.04	0.473	0.539	0.04	0.191	0.651	-1.574	0.396	0.539	-2.088	0.651	1.011	0.91	-2.244
K02226	K02226	cobC, phpB	alpha-ribazole phosphatase [EC:3.1.3.73]	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	63	1.157	0.713	1.157	-0.815	0.713	0.866	1.345	-0.866	-1.077	1.227	0	1.345	-1.745	-1.016	1.397
K02227	K02227	cbiB, cobD	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	22	-0.473	-0.04	-0.026	-0.109	1.406	1.574	-0.651	-0.191	-0.396	-0.539	-0.181	-0.651	-1.011	-0.176	2.244
K02232	K02227	cobQ, cbiP	adenosylcobyric acid synthase [EC:6.3.5.10]	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	22	-0.473	-0.04	-0.026	-0.109	1.406	1.574	-0.651	-0.191	-0.396	-0.539	-0.181	-0.651	-1.011	-0.176	2.244
K02233	K02227	E2.7.8.26, cobS, cobV	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	22	-0.473	-0.04	-0.026	-0.109	1.406	1.574	-0.651	-0.191	-0.396	-0.539	-0.181	-0.651	-1.011	-0.176	2.244
K02230	K02230	cobN	cobaltochelatase CobN [EC:6.6.1.2]	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	11	-0.135	0.295	-0.135	-0.201	1.784	0.145	-0.312	0.145	-0.059	-0.201	0.606	-0.312	-0.667	-0.914	1.815
K02231	K02231	cobP, cobU	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors	25	-0.54	-0.108	-0.097	-0.181	1.334	1.499	-0.719	-0.258	-0.463	-0.607	0.665	-0.719	-1.081	-0.26	2.138
K02236	K02236	comC	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	""	""	80	-1.412	-0.956	0.909	-1.485	-0.956	0.623	1.092	-1.112	-0.067	-1.485	-1.551	-1.611	1.47	1.749	1.141
K02242	K02242	comFC	competence protein ComFC	""	""	96	0.642	0.208	0.642	-1.79	0.208	0.359	0.821	0.359	-1.619	0.709	-1.863	0.821	1.186	1.447	-1.995
K02247	K02247	comGE	competence protein ComGE	""	""	4	0.299	0.729	0.299	0.233	0.729	0.579	1.216	0.579	1.598	0.233	0.175	0.123	-0.229	-0.472	0.076
K02248	K02248	comGF	competence protein ComGF	""	""	55	-1.042	-0.601	1.274	-1.111	-0.601	-0.754	-1.227	-0.754	-0.963	-1.111	-1.172	-1.227	1.883	2.233	-1.278
K02255	K02255	ftnB	ferritin-like protein 2	""	""	9	-0.044	0.386	-0.044	1.483	0.386	0.236	-0.221	0.236	2.458	-0.11	-0.169	-0.221	-0.575	-0.821	-0.269
K02257	K02257	COX10, ctaB, cyoE	heme o synthase [EC:2.5.1.141]	Cytochrome c oxidase	map00190 Oxidative phosphorylation,map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors,map04714 Thermogenesis	18	-0.37	0.061	2.052	0	1.517	-0.089	-0.548	-0.089	-0.294	2.151	-0.495	0.256	-0.906	-1.158	-0.596
K02274	K02257	coxA, ctaD	cytochrome c oxidase subunit I [EC:7.1.1.9]	Cytochrome c oxidase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	18	-0.37	0.061	2.052	0	1.517	-0.089	-0.548	-0.089	-0.294	2.151	-0.495	0.256	-0.906	-1.158	-0.596
K02259	K02259	COX15, ctaA	heme a synthase [EC:1.17.99.9]	Cytochrome c oxidase	map00190 Oxidative phosphorylation,map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01240 Biosynthesis of cofactors,map02020 Two-component system,map04714 Thermogenesis	25	-0.54	-0.108	1.398	-0.181	1.334	-0.258	-0.719	-0.258	-0.463	1.915	1.994	0.067	-1.081	-1.338	-0.767
K02275	K02275	coxB, ctaC	cytochrome c oxidase subunit II [EC:7.1.1.9]	Cytochrome c oxidase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	56	-1.056	-0.615	-1.056	1.33	0.811	-0.768	-1.242	-0.768	-0.977	1.33	-0.786	-0.477	1.171	0.523	-1.293
K02276	K02276	coxC, ctaE	cytochrome c oxidase subunit III [EC:7.1.1.9]	Cytochrome c oxidase, prokaryotes	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	12	-0.175	0.255	-0.175	0.214	1.737	0.105	-0.352	0.105	-0.099	2.495	-0.3	0.485	-0.708	-0.955	-0.4
K03889	K02276	qcrC	ubiquinol-cytochrome c reductase cytochrome c subunit	Cytochrome bc1 complex respiratory unit	map00190 Oxidative phosphorylation,map01100 Metabolic pathways	12	-0.175	0.255	-0.175	0.214	1.737	0.105	-0.352	0.105	-0.099	2.495	-0.3	0.485	-0.708	-0.955	-0.4
K14998	K02276	SURF1, SHY1	surfeit locus 1 family protein	""	""	12	-0.175	0.255	-0.175	0.214	1.737	0.105	-0.352	0.105	-0.099	2.495	-0.3	0.485	-0.708	-0.955	-0.4
K02278	K02278	cpaA, tadV	prepilin peptidase CpaA [EC:3.4.23.43]	""	""	19	-0.398	1.487	-0.398	-0.029	0.034	-0.116	-0.575	-0.116	-0.321	1.69	-0.523	-0.575	-0.934	-1.186	2.376
K02279	K02279	cpaB, rcpC	pilus assembly protein CpaB	""	""	5	0.208	2.239	0.208	0.68	2.239	0.488	0.032	0.488	0.285	0.142	0.084	0.032	-0.321	-0.564	-0.015
K16146	K02279	pep2	maltokinase [EC:2.7.1.175]	""	map00500 Starch and sucrose metabolism,map01100 Metabolic pathways	5	0.208	2.239	0.208	0.68	2.239	0.488	0.032	0.488	0.285	0.142	0.084	0.032	-0.321	-0.564	-0.015
K17315	K02279	gtsA, glcE	glucose/mannose transport system substrate-binding protein	""	map02010 ABC transporters	5	0.208	2.239	0.208	0.68	2.239	0.488	0.032	0.488	0.285	0.142	0.084	0.032	-0.321	-0.564	-0.015
K02282	K02282	cpaE, tadZ	pilus assembly protein CpaE	""	""	16	-0.312	1.581	2.136	0.063	0.119	-0.031	1.623	-0.031	-0.236	-0.379	-0.437	-0.49	-0.847	-1.097	-0.538
K02283	K02283	cpaF, tadA	pilus assembly protein CpaF [EC:7.4.2.8]	""	""	33	1.645	1.171	-0.26	0.91	1.171	-0.413	-0.877	-0.413	-0.158	1.724	-0.824	1.86	-1.244	-1.508	-0.926
K02289	K02289	cpcF	phycocyanobilin lyase subunit beta [EC:4.4.1.32]	""	map00196 Photosynthesis - antenna proteins,map01100 Metabolic pathways	1	0.787	2.396	0.787	0.722	1.217	1.067	0.611	1.067	0.864	0.722	0.663	0.611	0.26	0.019	0.564
K05351	K02289	E1.1.1.9	D-xylulose reductase [EC:1.1.1.9]	Glucuronate pathway (uronate pathway)	map00040 Pentose and glucuronate interconversions,map01100 Metabolic pathways	1	0.787	2.396	0.787	0.722	1.217	1.067	0.611	1.067	0.864	0.722	0.663	0.611	0.26	0.019	0.564
K05841	K02289	E2.4.1.173	sterol 3beta-glucosyltransferase [EC:2.4.1.173]	""	""	1	0.787	2.396	0.787	0.722	1.217	1.067	0.611	1.067	0.864	0.722	0.663	0.611	0.26	0.019	0.564
K20386	K02289	cylB	ATP-binding cassette, subfamily B, bacterial CylB	""	map02010 ABC transporters,map02024 Quorum sensing	1	0.787	2.396	0.787	0.722	1.217	1.067	0.611	1.067	0.864	0.722	0.663	0.611	0.26	0.019	0.564
K20470	K02289	mmpL3	trehalose monomycolate/heme transporter	""	""	1	0.787	2.396	0.787	0.722	1.217	1.067	0.611	1.067	0.864	0.722	0.663	0.611	0.26	0.019	0.564
