KO	symbol	name	module	pathways
K09007	folE2	GTP cyclohydrolase IB [EC:3.5.4.16]	Tetrahydrofolate biosynthesis, GTP => THF	map00790 Folate biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K09009	K09009	uncharacterized protein		 
K09011	cimA	(R)-citramalate synthase [EC:2.3.3.21]	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	map00290 Valine, leucine and isoleucine biosynthesis,map00660 C5-Branched dibasic acid metabolism,map01100 Metabolic pathways,map01210 2-Oxocarboxylic acid metabolism,map01230 Biosynthesis of amino acids
K09013	sufC	Fe-S cluster assembly ATP-binding protein		 
K09014	sufB	Fe-S cluster assembly protein SufB		 
K09015	sufD	Fe-S cluster assembly protein SufD		 
K09016	rutG	putative pyrimidine permease RutG		 
K09017	rutR	TetR/AcrR family transcriptional regulator		 
K09019	rutE	3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	Pyrimidine degradation, uracil => 3-hydroxypropanoate	map00240 Pyrimidine metabolism,map01100 Metabolic pathways
K09020	rutB	ureidoacrylate peracid hydrolase [EC:3.5.1.110]	Pyrimidine degradation, uracil => 3-hydroxypropanoate	map00240 Pyrimidine metabolism,map01100 Metabolic pathways
K09022	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]		 
K09024	rutF	flavin reductase [EC:1.5.1.-]	Pyrimidine degradation, uracil => 3-hydroxypropanoate	map00240 Pyrimidine metabolism,map01100 Metabolic pathways
K09117	K09117	uncharacterized protein		 
K09118	K09118	uncharacterized protein		 
K09121	larC	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]		 
K09122	K09122	uncharacterized protein		 
K09124	K09124	uncharacterized protein		 
K09125	yhhQ	queuosine precursor transporter		 
K09131	K09131	uncharacterized protein		 
K09134	flA	adenosyl-fluoride synthase [EC:2.5.1.63]		 
K09136	ycaO	ribosomal protein S12 methylthiotransferase accessory factor		 
K09138	K09138	uncharacterized protein		 
K09144	K09144	uncharacterized protein		 
K09145	K09145	uncharacterized protein		 
K09153	K09153	small membrane protein		 
K09155	K09155	uncharacterized protein		 
K09157	K09157	uncharacterized protein		 
K09158	K09158	uncharacterized protein		 
K09159	cptB	antitoxin CptB		 
K09160	K09160	uncharacterized protein		 
K09164	K09164	uncharacterized protein		 
K09165	K09165	dodecin		 
K09167	K09167	uncharacterized protein		 
K09181	yfiQ	acetyltransferase		 
K09251	patA	putrescine aminotransferase [EC:2.6.1.82]		map00310 Lysine degradation,map00330 Arginine and proline metabolism,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments
K09384	K09384	uncharacterized protein		 
K09386	K09386	uncharacterized protein		 
K09388	K09388	uncharacterized protein		 
K09456	aidB	putative acyl-CoA dehydrogenase		 
K09457	queF	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]		map00790 Folate biosynthesis,map01100 Metabolic pathways
K09458	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	Fatty acid biosynthesis, elongation	map00061 Fatty acid biosynthesis,map00780 Biotin metabolism,map01100 Metabolic pathways,map01212 Fatty acid metabolism,map01240 Biosynthesis of cofactors
K09461	E1.14.13.40	anthraniloyl-CoA monooxygenase [EC:1.14.13.40]		map00627 Aminobenzoate degradation,map01120 Microbial metabolism in diverse environments
K09471	puuB, ordL	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	GABA biosynthesis, prokaryotes, putrescine => GABA	map00330 Arginine and proline metabolism,map01100 Metabolic pathways
K09474	phoN	acid phosphatase (class A) [EC:3.1.3.2]		map00740 Riboflavin metabolism,map01100 Metabolic pathways,map02020 Two-component system
K09477	citT	citrate:succinate antiporter		map02020 Two-component system
K09478	ACADSB	short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5]		map00071 Fatty acid degradation,map00280 Valine, leucine and isoleucine degradation,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01212 Fatty acid metabolism
K09516	RETSAT	all-trans-retinol 13,14-reductase [EC:1.3.99.23]		map00830 Retinol metabolism
K09607	ina	immune inhibitor A [EC:3.4.24.-]		 
K09650	PARL, PSARL, PCP1	rhomboid-like protein [EC:3.4.21.105]		 
K09680	PANK1_2_3, CAB1, coaW	type II pantothenate kinase [EC:2.7.1.33]	Coenzyme A biosynthesis, pantothenate => CoA	map00770 Pantothenate and CoA biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K09681	gltC	LysR family transcriptional regulator, transcription activator of glutamate synthase operon		 
K09682	hpr	MarR family transcriptional regulator, protease production regulatory protein HPr		 
K09684	pucR	PucR family transcriptional regulator, purine catabolism regulatory protein		 
K09685	purR	purine operon repressor		 
K09688	kpsM	capsular polysaccharide transport system permease protein		map02010 ABC transporters
K09689	kpsT	capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]		map02010 ABC transporters
K09690	wzm, rfbA	lipopolysaccharide transport system permease protein		map02010 ABC transporters
K09691	wzt, rbfB	lipopolysaccharide transport system ATP-binding protein		map02010 ABC transporters
K09692	tagG	teichoic acid transport system permease protein		map02010 ABC transporters
K09693	tagH	teichoic acid transport system ATP-binding protein [EC:7.5.2.4]		map02010 ABC transporters
K09694	nodJ	lipooligosaccharide transport system permease protein		map02010 ABC transporters
K09695	nodI	lipooligosaccharide transport system ATP-binding protein		map02010 ABC transporters
K09696	natB	sodium transport system permease protein		map02010 ABC transporters,map02020 Two-component system
K09697	natA	sodium transport system ATP-binding protein [EC:7.2.2.4]		map02010 ABC transporters,map02020 Two-component system
K09698	gltX	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]		map00970 Aminoacyl-tRNA biosynthesis,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K09699	DBT, bkdB	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	Leucine degradation, leucine => acetoacetate + acetyl-CoA	map00280 Valine, leucine and isoleucine degradation,map00640 Propanoate metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K09702	K09702	uncharacterized protein		 
K09703	K09703	uncharacterized protein		 
K09704	K09704	uncharacterized protein		 
K09705	K09705	uncharacterized protein		 
K09709	meh	3-methylfumaryl-CoA hydratase [EC:4.2.1.153]	3-Hydroxypropionate bi-cycle	map00720 Carbon fixation pathways in prokaryotes,map01100 Metabolic pathways,map01120 Microbial metabolism in diverse environments,map01200 Carbon metabolism
K09710	ybeB	ribosome-associated protein		 
K09712	K09712	uncharacterized protein		 
K09729	K09729	uncharacterized protein		 
K09747	ebfC	nucleoid-associated protein EbfC		 
K09748	rimP	ribosome maturation factor RimP		 
K09749	K09749	uncharacterized protein		 
K09759	aspC, aspS	nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]		map00970 Aminoacyl-tRNA biosynthesis
K09760	rmuC	DNA recombination protein RmuC		 
K09761	rsmE	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]		 
K09762	whiA	cell division protein WhiA		 
K09763	K09763	uncharacterized protein		 
K09764	K09764	uncharacterized protein		 
K09765	queH	epoxyqueuosine reductase [EC:1.17.99.6]		 
K09766	K09766	uncharacterized protein		 
K09767	yajQ	cyclic-di-GMP-binding protein		 
K09768	K09768	uncharacterized protein		 
K09769	ymdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]		map00230 Purine metabolism,map00240 Pyrimidine metabolism,map01100 Metabolic pathways
K09770	K09770	uncharacterized protein		 
K09771	TC.SMR3	small multidrug resistance family-3 protein		 
K09772	sepF	cell division inhibitor SepF		 
K09773	ppsR	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]		 
K09774	lptA	lipopolysaccharide export system protein LptA		 
K09775	K09775	uncharacterized protein		 
K09776	K09776	uncharacterized protein		 
K09777	remA	extracellular matrix regulatory protein A		 
K09778	lpxJ	Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	map00540 Lipopolysaccharide biosynthesis,map01100 Metabolic pathways
K09779	K09779	uncharacterized protein		 
K09780	K09780	uncharacterized protein		 
K09781	K09781	uncharacterized protein		 
K09786	K09786	uncharacterized protein		 
K09787	K09787	uncharacterized protein		 
K09788	prpF	2-methylaconitate isomerase [EC:5.3.3.-]		map00640 Propanoate metabolism,map01100 Metabolic pathways
K09789	bioG	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map00780 Biotin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K09790	K09790	uncharacterized protein		 
K09791	K09791	uncharacterized protein		 
K09792	K09792	uncharacterized protein		 
K09793	K09793	uncharacterized protein		 
K09794	K09794	uncharacterized protein		 
K09795	K09795	uncharacterized protein		 
K09796	pccA	periplasmic copper chaperone A		 
K09797	K09797	uncharacterized protein		 
K09798	K09798	uncharacterized protein		 
K09799	K09799	uncharacterized protein		 
K09800	tamB	translocation and assembly module TamB		 
K09801	K09801	uncharacterized protein		 
K09802	K09802	uncharacterized protein		 
K09803	K09803	uncharacterized protein		 
K09805	K09805	uncharacterized protein		 
K09806	ubiK	ubiquinone biosynthesis accessory factor UbiK		 
K09807	K09807	uncharacterized protein		 
K09808	lolC_E	lipoprotein-releasing system permease protein		map02010 ABC transporters
K09809	tagF	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]		map00552 Teichoic acid biosynthesis
K09810	lolD	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]		map02010 ABC transporters
K09811	ftsX	cell division transport system permease protein		map02010 ABC transporters
K09812	ftsE	cell division transport system ATP-binding protein		map02010 ABC transporters
K09813	hrtB	hemin transport system permease protein		map02010 ABC transporters
K09814	hrtA	hemin transport system ATP-binding protein [EC:7.6.2.-]		map02010 ABC transporters
K09815	znuA	zinc transport system substrate-binding protein		map02010 ABC transporters
K09816	znuB	zinc transport system permease protein		map02010 ABC transporters
K09817	znuC	zinc transport system ATP-binding protein [EC:7.2.2.20]		map02010 ABC transporters
K09818	ABC.MN.S	manganese/iron transport system substrate-binding protein		 
K09819	ABC.MN.P	manganese/iron transport system permease protein		 
K09820	ABC.MN.A	manganese/iron transport system ATP-binding protein		 
K09822	K09822	uncharacterized protein		 
K09823	zur	Fur family transcriptional regulator, zinc uptake regulator		map02024 Quorum sensing
K09824	virK	uncharacterized protein		 
K09825	perR	Fur family transcriptional regulator, peroxide stress response regulator		 
K09835	crtISO, crtH	prolycopene isomerase [EC:5.2.1.13]	beta-Carotene biosynthesis, GGAP => beta-carotene	map00906 Carotenoid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K09846	crtF	demethylspheroidene O-methyltransferase [EC:2.1.1.210]		map00906 Carotenoid biosynthesis,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites
K09857	K09857	uncharacterized protein		 
K09858	K09858	SEC-C motif domain protein		 
K09859	K09859	uncharacterized protein		 
K09861	K09861	uncharacterized protein		 
K09862	K09862	uncharacterized protein		 
K09882	cobS	cobaltochelatase CobS [EC:6.6.1.2]	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K09883	cobT	cobaltochelatase CobT [EC:6.6.1.2]	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	map00860 Porphyrin metabolism,map01100 Metabolic pathways,map01240 Biosynthesis of cofactors
K09888	zapA	cell division protein ZapA		 
K09889	yjgA	ribosome-associated protein		 
K09890	arfA	alternative ribosome-rescue factor		 
K09891	K09891	uncharacterized protein		 
K09892	zapB	cell division protein ZapB		 
K09893	rraB	regulator of ribonuclease activity B		 
K09894	K09894	uncharacterized protein		 
K09895	K09895	uncharacterized protein		 
K09896	K09896	uncharacterized protein		 
K09897	K09897	uncharacterized protein		 
K09898	K09898	uncharacterized protein		 
K09899	K09899	uncharacterized protein		 
K09900	E3.5.1.135	N4-acetylcytidine amidohydrolase [EC:3.5.1.135]		 
K09901	K09901	uncharacterized protein		 
K09902	K09902	uncharacterized protein		 
K09903	pyrH	uridylate kinase [EC:2.7.4.22]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01232 Nucleotide metabolism,map01240 Biosynthesis of cofactors
K09904	K09904	uncharacterized protein		 
K09906	epmC	elongation factor P hydroxylase [EC:1.14.-.-]		 
K09907	K09907	uncharacterized protein		 
K09908	K09908	uncharacterized protein		 
K09909	K09909	uncharacterized protein		 
K09910	K09910	uncharacterized protein		 
K09911	K09911	uncharacterized protein		 
K09913	ppnP	purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	Adenine ribonucleotide degradation, AMP => Urate	map00230 Purine metabolism,map00240 Pyrimidine metabolism,map01100 Metabolic pathways,map01110 Biosynthesis of secondary metabolites,map01232 Nucleotide metabolism
K09914	K09914	putative lipoprotein		 
K09917	K09917	uncharacterized protein		 
K09919	K09919	uncharacterized protein		 
K09921	K09921	uncharacterized protein		 
K09922	K09922	uncharacterized protein		 
K09923	K09923	uncharacterized protein		 
K09924	K09924	uncharacterized protein		 
K09925	K09925	uncharacterized protein		 
K09926	K09926	uncharacterized protein		 
K09927	K09927	uncharacterized protein		 
K09928	K09928	uncharacterized protein		 
K09929	K09929	uncharacterized protein		 
K09930	K09930	uncharacterized protein		 
K09931	K09931	uncharacterized protein		 
K09932	K09932	uncharacterized protein		 
K09933	mtfA	MtfA peptidase		 
K09935	ybiA	N-glycosidase YbiA [EC:3.2.2.-]		 
K09936	TC.BAT2	bacterial/archaeal transporter family-2 protein		map02024 Quorum sensing
K09939	K09939	uncharacterized protein		 
K09940	K09940	uncharacterized protein		 
K09941	K09941	uncharacterized protein		 
K09942	K09942	uncharacterized protein		 
K09943	K09943	uncharacterized protein		 
K09946	K09946	uncharacterized protein		 
K09949	lpxI	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	map00540 Lipopolysaccharide biosynthesis,map01100 Metabolic pathways
K09950	K09950	uncharacterized protein		 
K09951	cas2	CRISPR-associated protein Cas2		 
K09952	csn1, cas9	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]		 
K09954	K09954	uncharacterized protein		 
K09955	K09955	uncharacterized protein		 
K09956	K09956	uncharacterized protein		 
K09957	K09957	uncharacterized protein		 
K09959	K09959	uncharacterized protein		 
K09960	K09960	uncharacterized protein		 
K09961	K09961	uncharacterized protein		 
K09962	K09962	uncharacterized protein		 
K09963	K09963	uncharacterized protein		 
K09964	K09964	uncharacterized protein		 
K09965	K09965	uncharacterized protein		 
K09968	K09968	uncharacterized protein		 
K09969	aapJ, bztA	general L-amino acid transport system substrate-binding protein		map02010 ABC transporters
K09970	aapQ, bztB	general L-amino acid transport system permease protein		map02010 ABC transporters
K09971	aapM, bztC	general L-amino acid transport system permease protein		map02010 ABC transporters
K09972	aapP, bztD	general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]		map02010 ABC transporters
K09973	K09973	uncharacterized protein		 
K09974	K09974	uncharacterized protein		 
K09975	K09975	uncharacterized protein		 
K09976	K09976	uncharacterized protein		 
K09977	K09977	uncharacterized protein		 
K09979	K09979	uncharacterized protein		 
K09981	K09981	uncharacterized protein		 
K09985	K09985	uncharacterized protein		 
K09988	lyxA	D-lyxose ketol-isomerase [EC:5.3.1.15]		map00040 Pentose and glucuronate interconversions
K09989	K09989	uncharacterized protein		 
K09992	K09992	uncharacterized protein		 
K09994	phnO	(aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]		map00440 Phosphonate and phosphinate metabolism
